Location,Area,Baths,Beds,Dining Room,Laundry Room,Store Rooms,Kitchens,Drawing Room,Gym,Powder Room,Steam Room,No additional rooms,Prayer Rooms,Lounge or Sitting Room,Price
"DHA Defence, Lahore, Punjab",1.1 Kanal,5,5,1,1,2,2,1,0,1,1,0,1,1,PKR8 Crore
"DHA Defence, Lahore, Punjab",5 Marla,4,3,1,1,1,2,1,0,1,1,0,1,1,PKR2.25 Crore
"Shalimar Housing Scheme, Lahore, Punjab",5.5 Marla,6,5,1,1,1,2,1,0,0,0,0,0,1,PKR2 Crore
"Harbanspura, Lahore, Punjab",5 Marla,4,3,1,1,1,2,1,0,0,0,0,0,1,PKR1.85 Crore
"DHA Defence, Lahore, Punjab",10 Marla,6,4,0,0,0,2,1,0,0,0,0,0,0,PKR3.75 Crore
"Sunfort Gardens, Lahore, Punjab",5 Marla,6,5,1,1,0,2,0,0,1,1,0,1,1,PKR2.25 Crore
"DHA Defence, Lahore, Punjab",5 Marla,4,3,1,1,1,2,1,0,1,1,0,1,1,PKR2 Crore
"Airline Housing Society, Lahore, Punjab",1 Kanal,6,6,0,1,0,2,1,0,1,1,0,1,1,PKR5.6 Crore
"DHA Defence, Lahore, Punjab",11 Marla,5,5,1,1,1,2,1,1,1,1,0,1,1,PKR7.45 Crore
"Johar Town, Lahore, Punjab",8 Marla,5,4,1,0,0,2,1,0,1,1,0,1,1,PKR2.75 Crore
"Johar Town, Lahore, Punjab",12 Marla,5,4,1,0,0,0,1,0,1,1,0,1,1,PKR4.15 Crore
"LDA Avenue, Lahore, Punjab",10 Marla,6,6,1,1,1,0,1,0,1,1,0,1,1,PKR3.45 Crore
"State Life Housing Society, Lahore, Punjab",1 Kanal,6,5,1,1,2,3,1,1,1,1,0,1,1,PKR5.1 Crore
"Bedian Road, Lahore, Punjab",3 Marla,4,3,1,1,1,1,1,0,1,1,0,1,0,PKR60 Lakh
"DHA Defence, Lahore, Punjab",2 Kanal,6,5,1,0,1,3,1,1,1,1,0,1,1,PKR33.95 Crore
"Park View City, Lahore, Punjab",5 Marla,4,4,0,0,1,2,1,0,1,0,0,0,1,PKR1.5 Crore
"Model Town, Lahore, Punjab",1 Kanal,6,5,1,1,1,1,1,1,1,1,0,1,1,PKR8.75 Crore
"Bahria Town, Lahore, Punjab",5 Marla,3,3,1,1,1,2,1,1,1,1,0,1,1,PKR2 Crore
"Askari, Lahore, Punjab",10 Marla,4,3,1,1,1,1,1,0,0,0,0,0,1,PKR3.9 Crore
"Askari, Lahore, Punjab",12 Marla,6,4,1,1,1,1,1,0,0,0,0,0,1,PKR5.35 Crore
"Bankers Avenue Cooperative Housing Society, Lahore, Punjab",9 Marla,6,5,1,0,0,0,1,0,1,0,0,0,0,PKR3.1 Crore
"Bankers Avenue Cooperative Housing Society, Lahore, Punjab",8 Marla,6,5,1,0,0,0,1,0,0,0,0,0,0,PKR2.5 Crore
"DHA Defence, Lahore, Punjab",10 Marla,6,4,1,1,1,2,1,1,1,1,0,1,1,PKR4.5 Crore
"DHA Defence, Lahore, Punjab",10 Marla,6,4,1,1,1,2,1,1,1,1,0,1,1,PKR4.15 Crore
"Harbanspura, Lahore, Punjab",2 Marla,2,2,1,1,1,2,0,0,0,0,0,0,1,PKR65 Lakh
"Mughalpura, Lahore, Punjab",2.5 Marla,3,3,1,1,1,2,0,0,0,0,0,0,1,PKR1.1 Crore
"DHA Defence, Lahore, Punjab",1 Kanal,5,5,1,0,1,2,1,1,1,1,0,1,1,PKR7.9 Crore
"Bahria Orchard, Lahore, Punjab",8 Marla,6,5,1,1,1,2,1,1,1,1,0,1,1,PKR2.2 Crore
"Bahria Orchard, Lahore, Punjab",5 Marla,4,3,1,1,11,2,1,1,1,1,0,1,1,PKR1.28 Crore
"Johar Town, Lahore, Punjab",10 Marla,6,6,1,1,0,3,1,0,1,1,0,1,1,PKR4.5 Crore
"Johar Town, Lahore, Punjab",5 Marla,6,5,1,1,1,2,1,0,1,1,0,1,1,PKR2.85 Crore
"Johar Town, Lahore, Punjab",8 Marla,6,5,1,1,2,2,1,0,1,1,0,1,0,PKR2.5 Crore
"NFC 1, Lahore, Punjab",1 Kanal,6,5,1,1,1,2,0,0,1,1,0,1,1,PKR7.3 Crore
"Jubilee Town, Lahore, Punjab",10 Marla,7,6,1,1,2,2,1,0,1,1,0,1,1,PKR3.2 Crore
"Wapda Town, Lahore, Punjab",1 Kanal,6,7,1,1,1,2,1,0,1,1,0,1,1,PKR6.5 Crore
"Johar Town, Lahore, Punjab",5 Marla,6,5,1,1,1,2,1,0,1,1,0,1,1,PKR2.65 Crore
"PCSIR Housing Scheme, Lahore, Punjab",16 Marla,6,5,0,0,0,0,0,0,0,0,1,0,0,PKR8 Crore
"Faisal Town, Lahore, Punjab",3.5 Marla,3,3,1,0,1,1,1,0,0,0,0,0,0,PKR1.65 Crore
"DHA Defence, Lahore, Punjab",1.2 Kanal,6,5,1,1,2,3,1,1,1,1,0,1,1,PKR6.99 Crore
"Punjab Govt Employees Society, Lahore, Punjab",1 Kanal,6,6,0,0,0,2,0,0,0,0,0,0,0,PKR4.45 Crore
"State Life Housing Society, Lahore, Punjab",1 Kanal,6,5,1,1,1,3,1,0,1,1,0,0,1,PKR5.6 Crore
"Bahria Orchard, Lahore, Punjab",5 Marla,4,3,1,1,1,2,1,1,1,1,0,1,1,PKR1.75 Crore
"DHA Defence, Lahore, Punjab",1 Kanal,6,5,1,0,1,2,1,0,1,0,0,0,1,PKR11 Crore
"DHA Defence, Lahore, Punjab",5 Marla,4,3,1,1,1,1,1,1,1,1,0,1,1,PKR1.6 Crore
"DHA Defence, Lahore, Punjab",2 Kanal,6,6,1,1,1,1,1,1,1,1,0,1,1,PKR25 Crore
"DHA Defence, Lahore, Punjab",1 Kanal,6,5,1,0,1,2,1,0,1,0,0,0,1,PKR8.25 Crore
"DHA Defence, Lahore, Punjab",1 Kanal,6,5,1,0,1,2,1,0,1,0,0,0,1,PKR11 Crore
"DHA Defence, Lahore, Punjab",10 Marla,6,4,1,1,1,2,1,1,1,1,0,1,1,PKR4.9 Crore
"DHA Defence, Lahore, Punjab",5 Marla,4,3,1,1,1,2,1,1,1,1,0,1,1,PKR2.07 Crore
"Raiwind Road, Lahore, Punjab",3 Marla,4,3,0,1,1,2,0,0,0,0,0,0,1,PKR90 Lakh
"Raiwind Road, Lahore, Punjab",3 Marla,4,3,0,1,1,2,0,0,0,0,0,0,1,PKR1.25 Crore
"DHA Defence, Lahore, Punjab",1 Kanal,6,5,0,0,0,0,0,0,0,0,1,0,0,PKR7.9 Crore
"DHA Defence, Lahore, Punjab",1.1 Kanal,6,5,1,1,0,0,1,1,1,1,0,1,1,PKR9.25 Crore
"DHA Defence, Lahore, Punjab",2 Kanal,6,5,0,0,0,0,0,0,0,0,1,0,0,PKR31 Crore
"Punjab Govt Employees Society, Lahore, Punjab",1 Kanal,6,7,1,1,0,2,0,0,1,1,0,1,1,PKR6.2 Crore
"Izmir Town, Lahore, Punjab",5 Marla,6,5,1,1,1,2,0,0,1,1,0,1,1,PKR2.4 Crore
"DHA Defence, Lahore, Punjab",1 Kanal,5,5,1,1,1,2,1,1,1,1,0,1,1,PKR7.8 Crore
"Park View City, Lahore, Punjab",5 Marla,4,4,1,1,1,2,1,0,1,1,0,1,1,PKR1.73 Crore
"DHA Defence, Lahore, Punjab",1 Kanal,6,5,0,0,0,0,0,0,0,0,0,0,0,PKR8 Crore
"Audit & Accounts Housing Society, Lahore, Punjab",4 Marla,4,3,1,1,0,2,1,0,1,1,0,0,1,PKR1.25 Crore
"DHA Defence, Lahore, Punjab",5 Marla,4,3,1,0,2,2,1,1,1,1,0,1,1,PKR2.65 Crore
"Ferozepur Road, Lahore, Punjab",5 Marla,5,4,1,0,1,2,1,1,1,0,0,1,0,PKR1.75 Crore
"Bahria Orchard, Lahore, Punjab",10 Marla,6,5,1,1,1,2,1,1,1,1,0,1,1,PKR3.25 Crore
"DHA Defence, Lahore, Punjab",1 Kanal,6,5,1,1,2,3,1,1,1,1,0,1,1,PKR8.75 Crore
"DHA Defence, Lahore, Punjab",1 Kanal,6,5,1,1,2,2,1,1,1,1,0,1,1,PKR6.65 Crore
"Raiwind Road, Lahore, Punjab",5 Marla,5,4,1,1,1,2,1,0,1,0,0,0,1,PKR2.35 Crore
"DHA Defence, Lahore, Punjab",2 Kanal,6,8,1,1,3,4,1,1,1,1,0,1,1,PKR20 Crore
"DHA Defence, Lahore, Punjab",5 Marla,4,3,1,0,0,2,1,0,1,0,0,0,0,PKR2.75 Crore
"Bahria Town, Lahore, Punjab",10 Marla,5,5,0,0,0,0,0,0,0,0,1,0,0,PKR3.3 Crore
"Cantt, Lahore, Punjab",10 Marla,5,4,1,0,0,1,1,0,0,0,0,1,1,PKR2.2 Crore
"Mustafa Town, Lahore, Punjab",7 Marla,7,6,0,0,1,3,0,0,1,0,0,0,0,PKR3.05 Crore
"DHA Defence, Lahore, Punjab",10 Marla,6,5,1,1,1,1,1,1,1,0,0,1,1,PKR6.25 Crore
"DHA Defence, Lahore, Punjab",1 Kanal,6,5,1,1,2,2,1,1,1,1,0,1,1,PKR5.75 Crore
"DHA Defence, Lahore, Punjab",1 Kanal,6,5,1,1,2,2,1,1,1,1,0,1,1,PKR5.75 Crore
"DHA Defence, Lahore, Punjab",2 Kanal,6,6,0,0,0,0,0,0,0,0,1,0,0,PKR40 Crore
"Highcourt Society, Lahore, Punjab",3.5 Marla,5,4,0,0,1,2,1,0,1,0,0,1,1,PKR1.4 Crore
"Bahria Town, Lahore, Punjab",5 Marla,4,3,1,1,0,0,1,1,1,1,0,1,1,PKR2.18 Crore
"Bahria Town, Lahore, Punjab",10 Marla,6,5,1,1,0,0,1,1,1,1,0,1,1,PKR3.94 Crore
"Bahria Town, Lahore, Punjab",10 Marla,6,5,1,1,0,0,1,1,1,1,0,1,1,PKR3.56 Crore
"Raiwind Road, Lahore, Punjab",1 Kanal,6,5,1,1,1,2,1,0,1,0,0,0,1,PKR8.5 Crore
"Central Park Housing Scheme, Lahore, Punjab",5 Marla,5,4,1,1,1,2,1,1,1,1,0,1,1,PKR1.75 Crore
"Bankers Avenue Cooperative Housing Society, Lahore, Punjab",5 Marla,4,3,0,1,1,1,0,0,0,0,0,0,1,PKR1.8 Crore
"Ferozepur Road, Lahore, Punjab",3.5 Marla,4,3,1,0,1,2,1,0,0,0,0,1,0,PKR1.25 Crore
"Raiwind Road, Lahore, Punjab",7 Marla,5,5,1,1,1,1,1,0,1,0,0,1,1,PKR3 Crore
"DHA Defence, Lahore, Punjab",10 Marla,5,4,1,1,1,2,1,0,1,1,0,1,1,PKR4.75 Crore
"DHA Defence, Lahore, Punjab",10 Marla,6,5,1,0,0,1,1,1,1,0,0,1,0,PKR6.75 Crore
"DHA Defence, Lahore, Punjab",1 Kanal,6,5,1,1,1,2,1,1,1,1,0,1,1,PKR7.54 Crore
"Raiwind Road, Lahore, Punjab",10 Marla,6,5,1,1,1,2,1,0,1,0,0,1,1,PKR4.65 Crore
"DHA Defence, Lahore, Punjab",5 Marla,4,4,1,1,1,2,1,1,1,0,0,1,1,PKR2.9 Crore
"DHA Defence, Lahore, Punjab",1 Kanal,6,5,1,1,2,2,1,1,1,1,0,1,1,PKR7.28 Crore
"DHA Defence, Lahore, Punjab",10 Marla,5,4,0,0,0,0,0,0,0,0,1,0,0,PKR4.75 Crore
"DHA Defence, Lahore, Punjab",1 Kanal,6,5,0,0,0,0,0,0,0,0,1,0,0,PKR5.35 Crore
"DHA Defence, Lahore, Punjab",1 Kanal,5,5,1,1,3,3,1,1,1,1,0,1,1,PKR6.55 Crore
"PIA Housing Scheme, Lahore, Punjab",1 Kanal,6,7,1,1,1,2,1,1,1,1,0,1,1,PKR5.25 Crore
"Sue-e-Asal, Lahore, Punjab",3 Marla,3,2,1,1,1,1,1,0,0,0,0,1,1,PKR50 Lakh
"DHA Defence, Lahore, Punjab",1.1 Kanal,6,5,1,0,2,2,1,0,1,0,0,0,1,PKR12.75 Crore
"Bahria Town, Lahore, Punjab",8 Marla,6,5,1,0,0,2,1,0,1,0,0,0,1,PKR3.5 Crore
"DHA Defence, Lahore, Punjab",1 Kanal,6,5,1,1,2,2,1,1,1,1,0,1,1,PKR5.75 Crore
"DHA Defence, Lahore, Punjab",1 Kanal,6,5,1,1,2,2,1,1,1,1,0,1,1,PKR5.85 Crore
"DHA Defence, Lahore, Punjab",10 Marla,5,4,1,1,1,1,1,0,1,1,0,1,1,PKR3.75 Crore
"DHA Defence, Lahore, Punjab",1 Kanal,6,5,1,1,1,2,1,0,1,1,0,1,1,PKR8.9 Crore
"DHA Defence, Lahore, Punjab",2 Kanal,6,6,1,0,2,2,1,0,1,0,0,1,1,PKR34 Crore
"Askari, Lahore, Punjab",10 Marla,3,3,1,1,1,1,1,0,0,1,0,0,1,PKR4.25 Crore
"DHA Defence, Lahore, Punjab",1 Kanal,5,5,1,1,3,3,1,1,1,1,0,1,1,PKR7 Crore
"Central Park Housing Scheme, Lahore, Punjab",3.5 Marla,4,3,0,0,0,0,0,0,0,0,0,0,0,PKR1.25 Crore
"Ferozepur Road, Lahore, Punjab",5 Marla,5,4,1,1,1,2,1,1,1,1,0,1,1,PKR1.75 Crore
"Central Park Housing Scheme, Lahore, Punjab",3.5 Marla,4,3,1,0,1,1,1,0,0,0,0,1,0,PKR1.25 Crore
"Central Park Housing Scheme, Lahore, Punjab",5 Marla,5,4,1,0,1,2,1,1,1,0,0,1,0,PKR1.75 Crore
"Central Park Housing Scheme, Lahore, Punjab",3.5 Marla,4,3,1,0,1,2,1,0,0,0,0,1,0,PKR1.25 Crore
"DHA Defence, Lahore, Punjab",1 Kanal,6,5,1,1,2,2,1,1,1,1,0,1,1,PKR10.5 Crore
"Ferozepur Road, Lahore, Punjab",5 Marla,5,4,1,1,1,2,1,1,1,1,0,1,1,PKR1.75 Crore
"Central Park Housing Scheme, Lahore, Punjab",3.5 Marla,4,3,1,0,1,2,1,0,0,0,0,1,0,PKR1.25 Crore
"DHA Defence, Lahore, Punjab",10 Marla,5,4,0,0,0,0,0,0,0,0,1,0,0,PKR4 Crore
"DHA Defence, Lahore, Punjab",1 Kanal,5,-,0,0,0,0,0,0,0,0,1,0,0,PKR6.25 Crore
"DHA Defence, Lahore, Punjab",1 Kanal,5,5,0,0,0,0,0,0,0,0,1,0,0,PKR8.5 Crore
"DHA Defence, Lahore, Punjab",1 Kanal,6,5,0,0,0,0,0,0,0,0,1,0,0,PKR7.9 Crore
"DHA Defence, Lahore, Punjab",1 Kanal,4,5,0,0,0,0,0,0,0,0,1,0,0,PKR6 Crore
"DHA Defence, Lahore, Punjab",10 Marla,6,4,1,1,1,2,1,0,1,1,0,1,1,PKR5.3 Crore
"Bahria Town, Lahore, Punjab",10 Marla,6,5,1,0,0,2,1,0,1,0,0,0,0,PKR3.7 Crore
"Bahria Town, Lahore, Punjab",10 Marla,6,5,1,0,0,2,1,0,1,0,0,0,1,PKR3.75 Crore
"State Life Housing Society, Lahore, Punjab",1 Kanal,6,5,0,1,1,2,1,1,1,1,0,1,1,PKR7.5 Crore
"DHA Defence, Lahore, Punjab",1 Kanal,6,5,1,0,0,2,1,0,0,0,0,0,0,PKR8.5 Crore
"Bahria Town, Lahore, Punjab",10 Marla,6,5,1,1,1,2,1,1,1,1,0,1,1,PKR3.35 Crore
"Formanites Housing Scheme, Lahore, Punjab",5 Marla,4,3,0,0,0,0,0,0,0,0,0,0,0,PKR1.5 Crore
"DHA Defence, Lahore, Punjab",1 Kanal,-,-,1,1,3,3,1,1,1,1,0,1,1,PKR6.35 Crore
"DHA Defence, Lahore, Punjab",10 Marla,4,5,1,1,3,3,1,1,1,1,0,1,1,PKR5.4 Crore
"DHA Defence, Lahore, Punjab",10 Marla,4,4,1,1,3,3,1,1,1,1,0,1,0,PKR4.05 Crore
"Kahna, Lahore, Punjab",5 Marla,3,2,0,0,0,0,0,0,0,0,1,0,0,PKR65 Lakh
"Hamza Town, Lahore, Punjab",3 Marla,3,3,0,0,0,0,0,0,0,0,1,0,0,PKR52 Lakh
"DHA Defence, Lahore, Punjab",10 Marla,5,4,1,1,1,2,1,0,1,1,0,1,1,PKR4.95 Crore
"DHA Defence, Lahore, Punjab",5 Marla,4,3,1,1,1,2,1,0,1,0,0,1,0,PKR2.5 Crore
"DHA Defence, Lahore, Punjab",10 Marla,5,4,1,0,1,2,1,0,1,1,0,1,0,PKR3.8 Crore
"Raiwind Road, Lahore, Punjab",12 Marla,6,6,0,0,0,0,0,0,0,0,1,0,0,PKR4.75 Crore
"Bankers Avenue Cooperative Housing Society, Lahore, Punjab",8 Marla,6,5,1,1,1,2,1,0,1,0,0,0,1,PKR2.7 Crore
"Raiwind Road, Lahore, Punjab",1 Kanal,6,5,0,0,0,0,0,0,0,0,1,0,0,PKR8.5 Crore
"Raiwind Road, Lahore, Punjab",10 Marla,6,5,0,0,0,2,1,0,0,0,0,0,0,PKR4.45 Crore
"Raiwind Road, Lahore, Punjab",7 Marla,5,4,1,0,0,2,1,0,0,1,0,0,0,PKR3 Crore
"DHA Defence, Lahore, Punjab",1 Kanal,6,5,1,1,2,3,1,1,1,1,0,1,1,PKR12.25 Crore
"DHA Defence, Lahore, Punjab",1 Kanal,6,5,1,1,2,3,1,1,1,1,0,1,1,PKR9.35 Crore
"DHA Defence, Lahore, Punjab",1 Kanal,6,5,1,1,2,2,1,1,1,1,0,1,1,PKR8.45 Crore
"DHA Defence, Lahore, Punjab",1 Kanal,6,5,1,1,2,3,1,1,1,1,0,1,1,PKR7.39 Crore
"Central Park Housing Scheme, Lahore, Punjab",10 Marla,6,5,1,0,1,2,1,0,1,0,0,0,0,PKR3.25 Crore
"DHA Defence, Lahore, Punjab",5 Marla,4,3,1,1,0,0,1,1,1,1,0,1,1,PKR1.9 Crore
"Punjab Coop Housing Society, Lahore, Punjab",10 Marla,5,4,1,0,1,2,1,0,0,0,0,0,1,PKR4.05 Crore
"Valencia Housing Society, Lahore, Punjab",1 Kanal,6,5,1,1,0,0,1,0,1,0,0,0,1,PKR5 Crore
"Bankers Co-operative Housing Society, Lahore, Punjab",10 Marla,6,5,1,0,0,2,1,0,1,0,0,0,1,PKR4.1 Crore
"DHA Defence, Lahore, Punjab",1.1 Kanal,4,3,1,0,0,2,1,1,1,0,0,0,1,PKR11 Crore
"Formanites Housing Scheme, Lahore, Punjab",5 Marla,4,3,0,0,1,1,1,0,1,0,0,0,0,PKR1.4 Crore
"Bedian Road, Lahore, Punjab",5 Marla,4,3,1,0,1,2,1,0,0,0,0,1,0,PKR1.08 Crore
"Kahna, Lahore, Punjab",3 Marla,3,3,0,0,0,0,0,0,0,0,1,0,0,PKR52 Lakh
"Bahria Town, Lahore, Punjab",5 Marla,4,3,1,1,0,2,1,0,0,0,0,0,0,PKR2.15 Crore
"Bahria Town, Lahore, Punjab",5 Marla,5,3,1,0,1,2,1,1,1,1,0,1,1,PKR2.05 Crore
"DHA Defence, Lahore, Punjab",10 Marla,5,4,1,1,1,1,1,0,0,1,0,0,1,PKR4.75 Crore
"Bahria Town, Lahore, Punjab",8 Marla,5,5,1,0,1,2,1,0,0,0,0,0,1,PKR3.5 Crore
"UET Housing Society, Lahore, Punjab",10 Marla,6,5,1,0,0,2,1,0,0,0,0,0,0,PKR3.5 Crore
"DHA Defence, Lahore, Punjab",1 Kanal,5,5,0,0,0,0,0,0,0,0,1,0,0,PKR10.5 Crore
"DHA Defence, Lahore, Punjab",4 Kanal,6,6,0,0,0,0,0,0,0,0,1,0,0,PKR95 Crore
"DHA Defence, Lahore, Punjab",1 Kanal,6,5,0,0,0,0,0,0,0,0,1,0,0,PKR9.25 Crore
"PCSIR Staff Colony, Lahore, Punjab",1 Kanal,5,5,0,0,0,0,0,0,0,0,1,0,0,PKR4.25 Crore
"DHA Defence, Lahore, Punjab",1 Kanal,6,5,1,1,2,2,1,1,1,1,0,1,1,PKR8.85 Crore
"DHA Defence, Lahore, Punjab",5 Marla,4,3,1,1,0,1,1,1,1,1,0,1,1,PKR2 Crore
"DHA Defence, Lahore, Punjab",1 Kanal,6,5,1,1,1,2,1,0,1,1,0,1,1,PKR7.9 Crore
"Formanites Housing Scheme, Lahore, Punjab",10 Marla,6,5,1,0,1,2,1,0,1,0,0,0,1,PKR3.5 Crore
"DHA Defence, Lahore, Punjab",1 Kanal,6,5,1,1,1,3,1,0,1,1,0,1,1,PKR6.85 Crore
"Rehan Garden, Lahore, Punjab",3 Marla,3,3,0,0,1,2,1,0,0,0,0,0,1,PKR90 Lakh
"Raiwind Road, Lahore, Punjab",3 Marla,4,3,1,1,1,2,1,1,1,1,0,1,1,PKR1.1 Crore
"Lahore Motorway City, Lahore, Punjab",5 Marla,2,2,0,0,0,0,0,0,0,0,1,0,0,PKR55 Lakh
"Ferozepur Road, Lahore, Punjab",5 Marla,4,3,1,0,1,2,1,0,1,0,0,0,1,PKR1.75 Crore
"Park View City, Lahore, Punjab",5 Marla,4,4,1,0,0,2,1,0,1,0,0,0,1,PKR1.75 Crore
"EME Society, Lahore, Punjab",1 Kanal,-,6,1,1,1,2,1,0,1,0,0,0,1,PKR8.9 Crore
"Military Accounts Housing Society, Lahore, Punjab",4 Marla,4,3,1,0,1,1,1,0,1,0,0,1,0,PKR1.45 Crore
"Raiwind Road, Lahore, Punjab",7 Marla,5,5,1,1,1,2,1,0,1,0,0,0,0,PKR3 Crore
"DHA Defence, Lahore, Punjab",1 Kanal,6,5,1,1,1,2,1,0,1,1,0,1,1,PKR5.99 Crore
"DHA Defence, Lahore, Punjab",1 Kanal,6,5,1,1,2,2,1,1,1,1,0,1,1,PKR7.5 Crore
"Lahore Medical Housing Society, Lahore, Punjab",2.8 Marla,3,3,0,0,0,0,0,0,0,0,1,0,0,PKR1.06 Crore
"Lahore Medical Housing Society, Lahore, Punjab",4 Marla,5,4,0,0,0,0,0,0,0,0,1,0,0,PKR1.4 Crore
"Lahore Medical Housing Society, Lahore, Punjab",4 Marla,4,3,0,0,0,0,0,0,0,0,1,0,0,PKR1.4 Crore
"Lahore Medical Housing Society, Lahore, Punjab",6.4 Marla,4,3,1,0,0,1,1,0,0,0,0,0,0,PKR1.75 Crore
"DHA Defence, Lahore, Punjab",10 Marla,5,4,1,1,1,2,1,1,1,1,0,1,1,PKR3.8 Crore
"DHA Defence, Lahore, Punjab",1 Kanal,6,5,1,1,1,2,1,1,1,1,0,1,1,PKR8.84 Crore
"DHA Defence, Lahore, Punjab",10 Marla,5,4,0,0,0,0,0,0,0,0,1,0,0,PKR7.75 Crore
"Lalazaar Garden, Lahore, Punjab",3.2 Marla,3,3,0,0,0,0,0,0,0,0,1,0,0,PKR1.3 Crore
"Tariq Gardens, Lahore, Punjab",5 Marla,6,5,1,1,0,0,1,1,1,1,0,1,1,PKR3.2 Crore
"Lalazaar Garden, Lahore, Punjab",3.2 Marla,3,3,0,0,0,0,0,0,0,0,1,0,0,PKR1.3 Crore
"Lalazaar Garden, Lahore, Punjab",3.2 Marla,3,3,0,0,0,0,0,0,0,0,1,0,0,PKR1.3 Crore
"DHA Defence, Lahore, Punjab",10 Marla,5,4,0,0,0,0,0,0,0,0,1,0,0,PKR5.75 Crore
"DHA Defence, Lahore, Punjab",1 Kanal,6,5,0,0,0,0,0,0,0,0,1,0,0,PKR12.5 Crore
"DHA Defence, Lahore, Punjab",2 Kanal,6,5,1,1,2,3,1,1,1,1,0,1,1,PKR28.5 Crore
"DHA Defence, Lahore, Punjab",1 Kanal,6,5,1,1,2,3,1,1,1,1,0,1,1,PKR7.65 Crore
"DHA Defence, Lahore, Punjab",2 Kanal,6,5,1,1,1,3,1,0,1,1,0,1,1,PKR13.5 Crore
"Raiwind Road, Lahore, Punjab",5 Marla,5,4,1,1,0,2,1,0,1,0,0,0,1,PKR2 Crore
"Punjab Govt Employees Society, Lahore, Punjab",1 Kanal,6,7,1,1,0,0,1,1,1,1,0,1,1,PKR6.1 Crore
"DHA Defence, Lahore, Punjab",2 Kanal,5,5,0,1,4,4,1,1,1,1,0,1,1,PKR24 Crore
"Raiwind Road, Lahore, Punjab",3 Marla,3,3,1,1,1,1,1,0,1,1,0,0,1,PKR1.17 Crore
"DHA Defence, Lahore, Punjab",10 Marla,4,4,1,1,4,4,1,1,1,1,0,1,1,PKR4.2 Crore
"Cavalry Ground, Lahore, Punjab",1.2 Kanal,5,5,0,0,0,0,0,0,0,0,1,0,0,PKR7.5 Crore
"DHA Defence, Lahore, Punjab",1.2 Kanal,6,5,0,0,0,0,0,0,0,0,1,0,0,PKR10 Crore
"GT Road, Lahore, Punjab",5 Marla,4,3,0,0,0,0,0,0,0,0,0,0,0,PKR2.65 Crore
"DHA Defence, Lahore, Punjab",2 Kanal,6,5,1,1,2,2,1,1,1,1,0,1,1,PKR10.5 Crore
"DHA Defence, Lahore, Punjab",1.1 Kanal,6,5,1,1,2,2,1,1,1,1,0,1,1,PKR17.5 Crore
"DHA Defence, Lahore, Punjab",2 Kanal,6,6,1,1,2,2,1,1,1,1,0,1,1,PKR37 Crore
"Bahria Town, Lahore, Punjab",5 Marla,4,3,1,0,1,2,1,0,0,0,0,0,1,PKR2 Crore
"Bahria Town, Lahore, Punjab",10 Marla,6,5,1,0,1,2,1,0,0,0,0,0,1,PKR3 Crore
"Bahria Town, Lahore, Punjab",10 Marla,6,5,1,0,1,2,1,0,0,0,0,0,1,PKR2.9 Crore
"Tariq Gardens, Lahore, Punjab",10 Marla,7,6,0,0,0,0,0,0,0,0,1,0,0,PKR4.75 Crore
"DHA Defence, Lahore, Punjab",5 Marla,4,3,1,1,1,1,1,0,1,1,0,1,0,PKR2.15 Crore
"DHA Defence, Lahore, Punjab",1 Kanal,6,5,1,1,1,3,1,0,1,1,0,1,1,PKR8.95 Crore
"DHA Defence, Lahore, Punjab",1 Kanal,6,5,1,1,1,3,1,0,1,1,0,1,1,PKR7.15 Crore
"DHA 11 Rahbar, Lahore, Punjab",5 Marla,4,4,0,0,1,2,0,0,0,0,0,0,0,PKR2.15 Crore
"Raiwind Road, Lahore, Punjab",4 Kanal,6,8,1,1,0,2,1,1,1,1,0,1,1,PKR48 Crore
"DHA Defence, Lahore, Punjab",1 Kanal,6,5,1,1,1,3,1,0,1,1,0,1,1,PKR9.65 Crore
"DHA Defence, Lahore, Punjab",1 Kanal,6,5,1,0,1,2,1,1,1,0,0,1,0,PKR10 Crore
"Bahria Town, Lahore, Punjab",10 Marla,5,5,1,1,0,2,1,0,0,0,0,0,1,PKR3.5 Crore
"Bedian Road, Lahore, Punjab",5 Marla,4,4,1,1,1,2,1,1,1,1,0,1,1,PKR1.1 Crore
"DHA Defence, Lahore, Punjab",1 Kanal,5,5,0,0,0,0,0,0,0,0,1,0,0,PKR8.5 Crore
"DHA Defence, Lahore, Punjab",1 Kanal,5,5,0,0,0,0,0,0,0,0,1,0,0,PKR9.75 Crore
"DHA Defence, Lahore, Punjab",5 Marla,4,3,1,1,1,1,1,1,1,1,0,1,1,PKR2.42 Crore
"DHA Defence, Lahore, Punjab",5 Kanal,6,5,1,1,2,2,1,0,1,0,0,0,1,PKR65 Crore
"Bahria Town, Lahore, Punjab",5 Marla,4,3,0,0,0,0,0,0,0,0,0,0,0,PKR1.65 Crore
"Park View City, Lahore, Punjab",5 Marla,4,4,1,0,0,2,1,0,1,1,0,0,1,PKR1.8 Crore
"Central Park Housing Scheme, Lahore, Punjab",5 Marla,4,3,1,0,1,2,1,0,1,0,0,0,1,PKR1.9 Crore
"DHA Defence, Lahore, Punjab",5 Marla,3,3,0,1,1,2,1,0,1,0,0,0,1,PKR2.8 Crore
"Bankers Avenue Cooperative Housing Society, Lahore, Punjab",10 Marla,5,5,1,1,1,2,1,1,1,1,0,1,1,PKR2.9 Crore
